16341541651.97	195112.00	16.49	58.00	288230376151711744.00	235.51	16.68	4.06	16717361816799281152.00	1.40	
24512312477.96	205379.00	16.63	59.00	576460752303423488.00	240.57	16.88	4.08	34011184385901985792.00	1.41	
36768468716.93	216000.00	16.76	60.00	1152921504606846976.00	245.66	17.08	4.09	69175290276410818560.00	1.41	
55152703075.40	226981.00	16.90	61.00	2305843009213693952.00	250.76	17.28	4.11	140656423562035331072.00	1.41	
82729054613.10	238328.00	17.03	62.00	4611686018427387904.00	255.88	17.47	4.13	285924533142498050048.00	1.42	
124093581919.65	250047.00	17.17	63.00	9223372036854775808.00	261.02	17.67	4.14	581072438321850875904.00	1.42	
186140372879.47	262144.00	17.30	64.00	18446744073709551616.00	266.17	17.86	4.16	1180591620717411303424.00	1.43	
279210559319.21	274625.00	17.43	65.00	36893488147419103232.00	271.34	18.06	4.17	2398076729582241710080.00	1.43	
418815838978.82	287496.00	17.55	66.00	73786976294838206464.00	276.52	18.25	4.19	4869940435459321626624.00	1.43	
628223758468.22	300763.00	17.68	67.00	147573952589676412928.00	281.71	18.44	4.20	9887454823508319666176.00	1.44	
942335637702.33	314432.00	17.80	68.00	295147905179352825856.00	286.93	18.63	4.22	20070057552195992158208.00	1.44	
1413503456553.50	328509.00	17.93	69.00	590295810358705651712.00	292.15	18.82	4.23	40730410914750689968128.00	1.44	
2120255184830.25	343000.00	18.05	70.00	1180591620717411303424.00	297.39	19.01	4.25	82641413450218791239680.00	1.45	
3180382777245.38	357911.00	18.17	71.00	2361183241434822606848.00	302.65	19.20	4.26	167644010141872405086208.00	1.45	
4770574165868.07	373248.00	18.29	72.00	4722366482869645213696.00	307.92	19.38	4.28	340010386766614455386112.00	1.45	
7155861248802.10	389017.00	18.41	73.00	9444732965739290427392.00	313.20	19.57	4.29	689465506498968201199616.00	1.46	
10733791873203.15	405224.00	18.52	74.00	18889465931478580854784.00	318.50	19.75	4.30	1397820478929414983254016.00	1.46	
16100687809804.73	421875.00	18.64	75.00	37778931862957161709568.00	323.81	19.94	4.32	2833419889721787128217600.00	1.46	
24151031714707.09	438976.00	18.76	76.00	75557863725914323419136.00	329.14	20.12	4.33	5742397643169488579854336.00	1.47	
36226547572060.63	456533.00	18.87	77.00	151115727451828646838272.00	334.47	20.31	4.34	11635911013790805806546944.00	1.47	
54339821358090.95	474552.00	18.98	78.00	302231454903657293676544.00	339.82	20.49	4.36	23574053482485268906770432.00	1.47	
81509732037136.42	493039.00	19.09	79.00	604462909807314587353088.00	345.19	20.67	4.37	47752569874777852400893952.00	1.47	
122264598055704.64	512000.00	19.20	80.00	1208925819614629174706176.00	350.56	20.85	4.38	96714065569170333976494080.00	1.48	
183396897083556.97	531441.00	19.31	81.00	2417851639229258349412352.00	355.95	21.03	4.39	195845982777569926302400512.00	1.48	
275095345625335.44	551368.00	19.42	82.00	4835703278458516698824704.00	361.35	21.21	4.41	396527668833598369303625728.00	1.48	
412643018438003.12	571787.00	19.53	83.00	9671406556917033397649408.00	366.76	21.39	4.42	802726744224113772004900864.00	1.49	
618964527657004.75	592704.00	19.63	84.00	19342813113834066795298816.00	372.19	21.57	4.43	1624796301562061610805100544.00	1.49	
928446791485507.12	614125.00	19.74	85.00	38685626227668133590597632.00	377.63	21.75	4.44	3288278229351791355200798720.00	1.49	
1392670187228260.50	636056.00	19.84	86.00	77371252455336267181195264.00	383.07	21.92	4.45	6653927711158918977582792704.00	1.49	
2089005280842391.00	658503.00	19.94	87.00	154742504910672534362390528.00	388.53	22.10	4.47	13462597927228510489527975936.00	1.50	
3133507921263586.50	681472.00	20.05	88.00	309485009821345068724781056.00	394.01	22.27	4.48	27234680864278366047780732928.00	1.50	
4700261881895380.00	704969.00	20.15	89.00	618970019642690137449562112.00	399.49	22.45	4.49	55088331748199422233011027968.00	1.50	
7050392822843069.00	729000.00	20.25	90.00	1237940039285380274899124224.00	404.98	22.62	4.50	111414603535684224740921180160.00	1.50	
10575589234264604.00	753571.00	20.35	91.00	2475880078570760549798248448.00	410.49	22.80	4.51	225305087149939210031640608768.00	1.51	
15863383851396906.00	778688.00	20.45	92.00	4951760157141521099596496896.00	416.00	22.97	4.52	455561934457019941162877714432.00	1.51	
23795075777095360.00	804357.00	20.54	93.00	9903520314283042199192993792.00	421.53	23.14	4.53	921027389228322924524948422656.00	1.51	
35692613665643040.00	830584.00	20.64	94.00	19807040628566084398385987584.00	427.07	23.32	4.54	1861861819085211933448282832896.00	1.51	
53538920498464560.00	857375.00	20.74	95.00	39614081257132168796771975168.00	432.62	23.49	4.55	3763337719427556035693337640960.00	1.52	
80308380747696832.00	884736.00	20.83	96.00	79228162514264337593543950336.00	438.18	23.66	4.56	7605903601369376408980219232256.00	1.52	
120462571121545248.00	912673.00	20.93	97.00	158456325028528675187087900672.00	443.75	23.83	4.57	15370263527767281493147526365184.00	1.52	
180693856682317888.00	941192.00	21.02	98.00	316912650057057350374175801344.00	449.33	24.00	4.58	31057439705591620336669228531712.00	1.52	
271040785023476832.00	970299.00	21.12	99.00	633825300114114700748351602688.00	454.92	24.17	4.60	62748704711297355374086808666112.00	1.52	
406561177535215232.00	1000000.00	21.21	100.00	1267650600228229401496703205376.00	460.52	24.34	4.61	126765060022822940149670320537600.00	1.53	
